petition_uid,should,people,their,government,there,children,would,being,which,public,years,british,referendum,health,these,other,change,allow,after,child
20d516f2,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8a90be79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2d6c67c1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a934fc84,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0
6f4a9fc7,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
b80d68c2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
686b86ed,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
b3fe70aa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14254b94,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aef6dd6e,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d5d24269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3a16afea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5a3bbc7e,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
621a13ca,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
57c0391f,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
f67ade94,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6445a4e0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00ad6776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ad7547c1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890dc81,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16c82ac2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48404d87,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
84571a6e,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c992a4f9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15994989,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d83bfb4a,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5a736218,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eeab321c,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ca67ef05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03f63528,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
e95bfcd7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
a1ac6e95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
cb1e9073,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
b6e660ae,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
a56638ff,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
aa4df102,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
857de74b,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4a88d977,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
235870a1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a941c649,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ea677c58,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
bd39029c,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8a1184ba,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
da14ec54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471cda2f,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6c41e2bc,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
73406f52,0,0,1,1,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0
c4cd22b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785fad4b,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
c3c34d74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440cb073,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05ff627c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
05d6cdb9,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1
fe389cb8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2c633206,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
85ca2dac,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4a7cb9d9,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3e1ceb03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d33b9c6d,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ceba580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
86afdcf4,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
288053f3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44a7dfa4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
a30d54bd,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
f0427e8a,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0
66b95c64,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0e16a612,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
fadc83f1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
841d2f84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6d3de5be,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ac9bb8ab,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64fa521e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f985fd7e,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
d8c8aa9a,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
ece77b4f,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
c672a97c,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0ac9da3a,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1403660f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463fb433,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
328d5076,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
a6a9e200,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
b42ae56b,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0
b319163d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
301ee547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aba904e0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9ffaf201,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fed7fada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b6a32473,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
c29dd4d2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2a3b2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19c1688f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953dcd56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e4736b89,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
df959d1d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
b50b7ee6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138fbdfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b5e2cc3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
75f4a46d,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29f2b56f,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
125b0018,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2d6f269c,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345f9ecc,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0b0be8ed,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eae1e43b,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cd2d1ba2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b8620c07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c9bb5a1a,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
88d71540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deae0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fe3ec6f3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b4021de3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5b7bfc1a,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ff7bf9e4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0f5ecc48,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
507521f4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2af99c7c,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
982c747d,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e88bd0a8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ecec033b,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0
34c5cf0a,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
a4e37299,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
94f6c3c4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
a9911964,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22df7589,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
a83b65e1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
83d43fa5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eaf4fc3d,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4f5d63cb,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
08f09508,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1dc974b1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
0cb4cfb2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4a259f44,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c49d16d1,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,1,0,0,0
d7bd8e83,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6dd0fec4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46b8473d,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
a5630e3e,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7afb5f97,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
90b5e608,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
fdfaa7e9,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
c0341cab,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9d80339f,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
147dda5d,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f3120a22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7166a17c,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
aedba666,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
c964dc48,0,1,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
a0be1401,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
88272245,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3b510fd2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
69b17883,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0
42e28f0b,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5f34562,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3f6a71a6,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30c5484c,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e2f9b0f4,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
97f590e6,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0
f44ea439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07a22060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96762902,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
817869dd,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7e32dbb3,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2
99df98fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
a4c80234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a9a23aa6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56e6bc3c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e6f71607,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3e220ee4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
fb56a880,0,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
be40b443,0,3,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
a5c03587,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
6ae45e42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0c658e97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6fbaf2f8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5fffa38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9af2737c,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6fea3e80,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0
7259a5ec,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19153d8f,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
bb6da348,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0
78ee6207,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
532f5554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ff8c4d9e,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0
efb53fff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
baacac40,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
375b9e75,0,1,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0
74012f42,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
efbd347a,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
33309afb,0,0,0,2,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0
74672177,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
f36ff943,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dbe0ddf6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a825aff5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
81bee439,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ae3a4851,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
c94d008b,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b2da25b4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4ebaf981,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0
a7fff690,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0
e3c983de,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
58839c11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85b9e25f,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
d8c7904f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1d7ca0e3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19f64560,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
f9d3ffbc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7076c18c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ff763016,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
ad4d61c0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
b24b2360,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
8d3267cd,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
be44dc5e,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4883833,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be09b30d,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
dd079909,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
eebfd2ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
b882d6bd,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
fc21b1c7,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
e13c86d5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13659292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39b089df,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0
d18c34ff,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
4ca014ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158d94a4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9288dbc4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489d6d5f,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2898c0e4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4f8ec305,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ec27f0a0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bbcb2060,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9c8a01c3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0265f96c,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
038521cb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6e0659b,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ee86e2a3,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
dc801ac0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1d3b039a,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27f4b308,0,1,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
4b1d058b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651abb27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27c25012,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
feb12ee5,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
466c105a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2f4937a5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
028dc65c,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b7081584,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1b494c33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0b8ad0d9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58e873a1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
a27e1aa1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
b3f195bc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64407cfd,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24f5586c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e55968cf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bb856ba,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba82c3a5,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1736d0a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f3122705,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
e5aac116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ccf78e5b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
143741be,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
88e44c5a,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7125c454,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e7a5fed9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9c9edbb2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0
b6305328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5e39fcff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6a26875b,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73d26314,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
460a99d2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62953184,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
e4975f92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6295aaf7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
471fc1c0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ca77215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11c43ca5,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1affb930,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
8b7ddb6d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7be3a518,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7febe85b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
c8ac558d,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2f3ff5e6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
bcf4c1b6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
fbf180aa,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50780e8c,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6449769,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5
cc9dc67c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78d25dbf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
498fc890,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6213d56d,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
77e0dc91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f1ae124c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38ec8581,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ae94f7b6,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7fbd3b06,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9466d841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
f3c15039,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4a9d5290,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
cd17488c,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
