petition_uid,should,people,their,government,there,children,would,being,which,public,years,british,referendum,health,these,other,change,allow,after,child
31389b41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
df33ba93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
fcd3b84a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40401266,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
c54373a4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8c872174,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0
4737c6eb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9866079c,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ab0345a2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
d595b681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
63fcd89e,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39390fd9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52f3e3cd,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0b2fa7ff,2,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,1,0,0
a0eac3de,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7526f7f6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000325f5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07963b9e,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
fc27cd11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bcb8517e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
abcf9a7f,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
271a4a6c,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39928323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfe61319,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b964adc9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c9e4bc7a,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
af73239f,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
07bbd0b7,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
dd1e1de6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b4068c1e,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
d569bb8b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23aa2ace,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8c4641b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508ecf51,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
9b048afc,0,2,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0
f950522e,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8fad9499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4dc7b66d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7c60b66d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
c41b8e08,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
44033fbd,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6340c246,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c5038e73,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
e4ee9e89,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
a2478c7c,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c8e47eca,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
6563bef7,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
51625286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6d22136f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5555a6a0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f995aaf6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
f04b4e22,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
c895ee04,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3eab9e9d,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57dc3bb5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
d8d7da5c,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
fc72c902,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
74c2322a,0,1,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
559370cf,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
